,organization name,address1,city,state,zip,servicesummary,hours,website
3592,Community Howard Regional Health,322 N Main St,Kokomo,IN,46901.0,Permanent Supportive Housing,,https://www.ecommunity.com/locations/community-howard-regional-health
3593,Community Human Services,544 Pearl St,Monterey,CA,93940.0,Transitional Housing,,
3594,Community Human Services,590 Pearl St,Monterey,CA,93940.0,Emergency Shelter,,https://chservices.org/
3595,Community Human Services Corporation,2525 Liberty Ave,Pittsburgh,PA,15222.0,"Rapid Re-Housing, Emergency Shelter, Permanent Supportive Housing",Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.chscorp.org/
3596,Community Human Services Corporation,301 3Rd Ave,Pittsburgh,PA,15222.0,Emergency Shelter,,https://www.pghsrohousing.com/wood-street-commons
3597,Community Impact Central Valley - CICV,1224 Athens Ave,Modesto,CA,95350.0,Transitional Housing,,
3598,Community Impact Central Valley - CICV,440 S 2Nd Ave,Oakdale,CA,95361.0,Transitional Housing,,
3599,Community Impact Central Valley - CICV,719 16Th St,Modesto,CA,95354.0,Transitional Housing,,
3600,Community Impact Central Valley - CICV,817 10Th St,Modesto,CA,95354.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://communityimpactcentralvalley.org/
3601,Community Impact Central Valley - CICV,900 H St Ste D,Modesto,CA,95354.0,Permanent Supportive Housing,,
3602,Community Intervention Center,1006-1008 Capouse Street,Scranton,PA,18509.0,Short Term Housing,,
3603,Community Intervention Center,413 6Th St,Dunmore,PA,18512.0,Permanent Supportive Housing,,
3604,Community Intervention Center,445 N 6Th Ave,Scranton,PA,18503.0,Permanent Supportive Housing,Monday: 8:00AM–6:00PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–6:00PM Saturday: 8:00AM–6:00PM Sunday: 8:00AM–6:00PM ,http://www.communityinterventioncenter.org/
3605,Community Investment Corporation,535 W Macon St,Decatur,IL,62522.0,Permanent Supportive Housing,,
3606,Community Involvement Programs,1600 Broadway St Ne,Minneapolis,MN,55413.0,Permanent Supportive Housing,,
3607,Community Involvement Programs,4735 Clear Spring Rd,Minnetonka,MN,55345.0,Permanent Supportive Housing,,
3608,Community Kitchen,305 W 7Th St,Chattanooga,TN,37402.0,Emergency Shelter,,
3609,Community Kitchen,700 Pine St,Chattanooga,TN,37402.0,Emergency Shelter,,
3610,Community Kitchen,727 E 11Th St,Chattanooga,TN,37403.0,"Emergency Shelter, Permanent Supportive Housing",Monday: 7:00AM–5:00PM Tuesday: 7:00AM–5:00PM Wednesday: 7:00AM–5:00PM Thursday: 7:00AM–5:00PM Friday: 7:00AM–5:00PM Saturday: 7:00AM–5:00PM Sunday: 7:00AM–5:00PM ,https://www.homelesschattanooga.org/
3611,Community Kitchen,727 E 11Th Streeet,Chattanooga,TN,37403.0,Emergency Shelter,Monday: 7:00AM–5:00PM Tuesday: 7:00AM–5:00PM Wednesday: 7:00AM–5:00PM Thursday: 7:00AM–5:00PM Friday: 7:00AM–5:00PM Saturday: 7:00AM–5:00PM Sunday: 7:00AM–5:00PM ,https://www.homelesschattanooga.org/
3612,Community Kitchen - Paducah,1237 Martin Luther King Jr. Drive,Paducah,KY,42001.0,Emergency Shelter,Monday: 11:00AM–1:00PM Tuesday: 11:00AM–1:00PM Wednesday: 11:00AM–1:00PM Thursday: 11:00AM–1:00PM Friday: 11:00AM–1:00PM Saturday: Closed Sunday: Closed ,http://www.paducahcommunitykitchen.org/
3614,Community League of the Heights,2142 Amsterdam Ave,New York,NY,10032.0,Permanent Supportive Housing,Monday: 10:00AM–6:00PM Tuesday: 10:00AM–6:00PM Wednesday: 10:00AM–6:00PM Thursday: 10:00AM–6:00PM Friday: 10:00AM–6:00PM Saturday: 10:00AM–6:00PM Sunday: 12:00–6:00PM ,https://www.cloth159.org/
3615,Community Lifeline,218 N. Third St,Shelton,WA,98584.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.sheltonlifeline.org/what-we-do
3616,Community Link,601 E 5Th St,Charlotte,NC,28082.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://communitylinknc.org/
3617,Community Link,601 E 5Th St,Charlotte,NC,28202.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://communitylinknc.org/
3618,Community Link,"601 East 5Th Street, Suite 220",Charlotte,NC,28202.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://communitylinknc.org/
3619,Community Link,,,NC,28202.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://communitylinknc.org/
3620,"Community Lodgings, Inc.",3912 Elbert Ave,Alexandria,VA,22305.0,Transitional Housing,,
3621,Community Mental Health Affiliates,,,CT,6351.0,Permanent Supportive Housing,Monday: 8:00AM–7:00PM Tuesday: 8:00AM–7:00PM Wednesday: 8:00AM–7:00PM Thursday: 8:00AM–7:00PM Friday: 8:00AM–7:00PM Saturday: 8:00AM–7:00PM Sunday: Closed ,https://www.cmhacc.org/
3622,Community Mental Health Center of Crawford County,3111 N Michigan St,Pittsburg,KS,66762.0,Transitional Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.crawfordmentalhealth.org/
3623,Community Mental Health Center of Crawford County,606 E Atkinson Ave,Pittsburg,KS,66762.0,Emergency Shelter,,
3624,Community Mental Health of Ottawa County,12251 James St,Holland,MI,49424.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.miottawa.org/health/cmh/
3625,Community Ministries of Rockville,111 W Jefferson St,Rockville,MD,20850.0,Permanent Supportive Housing,,
3626,Community Ministries of Rockville,2004 Rockland Ave,Rockville,MD,20851.0,Permanent Supportive Housing,,
3627,Community Missions Corporation,610 Olive St,Saint Joseph,MO,64501.0,Short Term Housing,,
3628,Community Missions Corporation,700 1/2 Olive St,Saint Joseph,MO,64501.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communitymissionscorp.org/
3629,Community Missions Corporation,700 Olive St,Saint Joseph,MO,64501.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communitymissionscorp.org/
3630,Community Missions Inc.,1570 Buffalo Ave,Niagara Falls,NY,14303.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communitymissions.org/
3631,Community Missions Inc.,1590 Buffalo Ave,Niagara Falls,NY,14303.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communitymissions.org/
3632,Community Missions Inc.,,,NY,14303.0,Rapid Re-Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communitymissions.org/
3633,Community Networks Inc.,216 E John St,Martinsburg,WV,25401.0,Emergency Shelter,Monday: 7:00AM–3:00PM Tuesday: 7:00AM–3:00PM Wednesday: 7:00AM–3:00PM Thursday: 7:00AM–3:00PM Friday: 7:00AM–3:00PM Saturday: Closed Sunday: Closed ,http://communitynetworksinc.org/
3634,Community Networks Inc.,309 W King St,Martinsburg,WV,25401.0,Permanent Supportive Housing,,
3635,Community Networks Inc.,,,WV,25401.0,Rapid Re-Housing,Monday: 7:00AM–3:00PM Tuesday: 7:00AM–3:00PM Wednesday: 7:00AM–3:00PM Thursday: 7:00AM–3:00PM Friday: 7:00AM–3:00PM Saturday: Closed Sunday: Closed ,http://communitynetworksinc.org/
3636,Community Outreach Service Center,404 Duke Ave,Warner Robins,GA,31093.0,Emergency Shelter,Monday: 10:00AM–5:00PM Tuesday: 10:00AM–5:00PM Wednesday: 10:00AM–5:00PM Thursday: 10:00AM–5:00PM Friday: 10:00AM–5:00PM Saturday: Closed Sunday: Closed ,
3637,"Community Outreach, Inc(475)",641 Celina Rd,Tompkinsville,KY,42167.0,Rapid Re-Housing,,
3638,"Community Outreach, Inc(475)",641 Celina Road,Tompkinsville,KY,42167.0,Emergency Shelter,,
3639,Community Partners Inc.,3493 E Lind Rd,Tucson,AZ,85716.0,Transitional Housing,,
3640,Community Partners Inc.,401 N Bonita Ave,Tucson,AZ,85709.0,"Rapid Re-Housing, Permanent Supportive Housing",,
3641,Community Partners of Hope (Vance),222 Young St,Henderson,NC,27536.0,"Emergency Shelter, Transitional Housing",,
3642,Community Partnership of Southern Arizona,240 Ohara Ave.,Bisbee,AZ,85603.0,Permanent Supportive Housing,,
3643,Community Partnership of Southern Arizona,4575 E Broadway Blvd,Tucson,AZ,85711.0,Permanent Supportive Housing,,
3644,Community Placements,218 Route 17 N,Rochelle Park,NJ,7662.0,Emergency Shelter,,
3645,Community Rebuilders,"1120 Monroe Nw, Suite 220",Grand Rapids,MI,49503.0,"Transitional Housing, Other Permanent Housing, Emergency Shelter, Rapid Re-Housing",,
3646,Community Rebuilders,,,MI,49503.0,Rapid Re-Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 10:00AM–4:00PM Friday: 9:00AM–12:00PM Saturday: Closed Sunday: Closed ,http://communityrebuilders.org/
3647,Community Rebuilders,,,MI,49504.0,Permanent Supportive Housing,,
3648,Community Rebuilders,,,MI,49507.0,Transitional Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 10:00AM–4:00PM Friday: 9:00AM–12:00PM Saturday: Closed Sunday: Closed ,http://communityrebuilders.org/
3649,Community Rebuilders,,,MI,49508.0,Emergency Shelter,,
3650,Community Renewal Team,22 Colt St,East Hartford,CT,6118.0,Transitional Housing,,
3651,Community Renewal Team,34 Huyshope Ave,Hartford,CT,6106.0,Emergency Shelter,,
3652,Community Renewal Team,385 Main St,East Hartford,CT,6118.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.crtct.org/
3653,Community Renewal Team,8 Stonington St,Hartford,CT,6106.0,Permanent Supportive Housing,,
3654,Community Renewal Team,,,CT,6106.0,Rapid Re-Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,
3655,Community Renewal Team,,,CT,6114.0,Permanent Supportive Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,
3656,Community Research Foundation (CRF),517 W. San Ysidro Blvd.,San Ysidro,CA,92173.0,Permanent Supportive Housing,,
3657,Community Resource Center,913 Webster St,Chillicothe,MO,64601.0,Emergency Shelter,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,
3658,Community Resource Center (CRC),656 Second Street,Encinitas,CA,92024.0,Rapid Re-Housing,,
3659,Community Safety Network,,,WY,83001.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://csnjh.org/
3660,Community Service Center of  Morgan County,301 W Harrison St,Martinsville,IN,46151.0,"Transitional Housing, Emergency Shelter",,
3661,Community Service Council of Greater Tulsa,115 West 3Rd Street,Tulsa,OK,74103.0,Rapid Re-Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.csctulsa.org/
3662,Community Services Consortium  (3446) [ROCC],250 Broadalbin St Sw Ste 2A,Albany,OR,97321.0,Rapid Re-Housing,,
3663,Community Services Consortium  (3446) [ROCC],"250 Broadalbin St Sw, Ste 2A",Albany,OR,97321.0,"Emergency Shelter, Rapid Re-Housing, Other Permanent Housing",,
3664,Community Services Consortium  (3446) [ROCC],"250 Broadalbin St Sw, Ste 2A",,OR,97321.0,Rapid Re-Housing,,
3665,Community Services Consortium  (3446) [ROCC],619 Se 9Th St,Albany,OR,97322.0,Emergency Shelter,,
3666,Community Services Consortium  (3446) [ROCC],640 Main St Se,Albany,OR,97321.0,Emergency Shelter,,
3667,Community Services Consortium  (3446) [ROCC],715 Sw Bat St,Newport,OR,97365.0,Transitional Housing,,
3668,Community Services Consortium  (3446) [ROCC],865 Nw Reiman St,Corvallis,OR,97330.0,Emergency Shelter,,
3669,Community Services Foundation,600 Kenilworth Terrace Ne,Washington,DC,20019.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.edgewoodmgmt.com/apartments/dc/washington/the-grove-at-parkside/?utm_knock=g&cpm=gbp
3670,Community Services League,404 N Noland Rd,Independence,MO,64050.0,Permanent Supportive Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.cslcares.org/
3671,Community Services League,404 Noland Rd,Independence,MO,64050.0,Permanent Supportive Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.cslcares.org/
3672,Community Services Northwest,1601 E Fourth Plain Blvd.,Vancouver,WA,98661.0,Rapid Re-Housing,,
3673,Community Services Northwest,317 E 39Th St,Vancouver,WA,98603.0,Rapid Re-Housing,,
3674,Community Services Northwest,317 E 39Th St,Vancouver,WA,98663.0,Permanent Supportive Housing,Monday: 8:00AM–5:30PM Tuesday: 8:00AM–5:30PM Wednesday: 8:00AM–5:30PM Thursday: 8:00AM–5:30PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.seamar.org/csnw
3675,Community Services Northwest,"6221 Ne Fourth Plain Blvd., Suite 130",Vancouver,WA,98668.0,Permanent Supportive Housing,,
3676,Community Services of Venango County,204 Sycamore Street,Oil City,PA,16301.0,Permanent Supportive Housing,,
3677,Community Shelter Board,355 E. Campus View Blvd.,Columbus,OH,43235.0,Emergency Shelter,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.csb.org/
3678,Community Shelter Services,202W W 9Th St,Erie,PA,16501.0,Other Permanent Housing,,
3679,Community Shelter Services,655 W 16Th St,Erie,PA,16502.0,"Other Permanent Housing, Emergency Shelter",Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communityshelter.org/
3680,Community Shelter Services,,,PA,16502.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.communityshelter.org/
3681,Community Social Model Advocates,508 Mendocino Ct,Atwater,CA,95301.0,Transitional Housing,,
3682,Community Social Services Wayne County,1600 Blaine St,Detroit,MI,48206.0,Transitional Housing,,
3683,Community Solutions,1100 2Nd Place Se,Washington,DC,20003.0,Permanent Supportive Housing,Monday: 9:00AM–6:00PM Tuesday: 9:00AM–6:00PM Wednesday: 9:00AM–6:00PM Thursday: 9:00AM–6:00PM Friday: 9:00AM–6:00PM Saturday: 10:00AM–5:00PM Sunday: 10:00AM–5:00PM ,https://www.harlowdc.com/
3684,Community Solutions,235 E Dunne Ave,Morgan Hill,CA,95037.0,Permanent Supportive Housing,,https://www.eahhousing.org/apartments/bella-terra/
3685,Community Solutions,370 Walnut Ln,Gilroy,CA,95020.0,Transitional Housing,,
3686,Community Solutions,500 El Invierno Dr,Gilroy,CA,95020.0,Transitional Housing,,
3687,Community Solutions,6939 Glenview Dr,Gilroy,CA,95020.0,Permanent Supportive Housing,,
3688,Community Solutions,770 Maria Way,Gilroy,CA,95020.0,Permanent Supportive Housing,,
3689,Community Support Network,1115 Deturk Ave,Santa Rosa,CA,95404.0,Transitional Housing,,
3690,Community Support Network,1410 Guerneville Rd,Santa Rosa,CA,95403.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.communitysupportnet.org/
3691,Community Support Network,2643 Stony Point Rd,Santa Rosa,CA,95407.0,Permanent Supportive Housing,,
3692,Community Support Network,634 Pressley St,Santa Rosa,CA,95404.0,Emergency Shelter,,
3693,Community Support Network,8050 Old Redwood Hwy,Cotati,CA,94931.0,Permanent Supportive Housing,,
3694,Community Support Network,933 Grand Ave,Santa Rosa,CA,95404.0,Permanent Supportive Housing,,
3695,Community Support Programs,1017 Quail Creek Rd,Shreveport,LA,71105.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,https://www.cspla.org/
3696,Community Support Programs,1101 Highland Ave,Shreveport,LA,71101.0,Permanent Supportive Housing,,
3697,Community Support Programs,1131 Busby St,Shreveport,LA,71101.0,Permanent Supportive Housing,,
3698,Community Support Services,1241 Brownstone Ave,Akron,OH,44310.0,Permanent Supportive Housing,,
3699,Community Support Services,1267 Brownstone Ave,Akron,OH,44310.0,Permanent Supportive Housing,,
3700,Community Support Services,150 Cross St,Akron,OH,44311.0,"Rapid Re-Housing, Short Term Housing, Transitional Housing",Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: 8:30AM–5:00PM Sunday: 8:30AM–5:00PM ,http://www.cssbh.org/
3701,Community Support Services,150 Cross St.,Akron,OH,44311.0,Permanent Supportive Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: 8:30AM–5:00PM Sunday: 8:30AM–5:00PM ,http://www.cssbh.org/
